"Consumer Price Index incl. housing (CPIH), 2015=100","GDP, Seasonally adjusted £m","Employment rate (aged 16 to 64, seasonally adjusted), %","Month average BoE Rate, %",GBP/EUR,GBP/USD,"Business Investment, CVM, SA, in £m, % change",Total managed expenditure: £m,"Total Construction output, seasonally adjusted, m","Construction Material Price Index, 2015 = 100",Small construction companies (up to 59 employees),Medium construction companies (60-299 employees),Large construction companies (300 and more employees),All companies,Number of employees in Small construction companies (up to 59 employees),Number of employees in Medium construction companies (60-299 employees),Number of employees in Large construction companies (300 and more employees),Number of employees in All companies,"Public housing new contracts, £ m","Private Housing new contracts, £ m","Infrastructure new contracts, £ m","Other new contracts, £ m","Private Industrial new contracts, £ m","Private Commercial new contracts, £ m","All new contracts, £ m","Consumer Price Index incl. housing (CPIH), 2015=100_normalized","GDP, Seasonally adjusted £m_normalized","Employment rate (aged 16 to 64, seasonally adjusted), %_normalized","Month average BoE Rate, %_normalized",GBP/EUR_normalized,GBP/USD_normalized,"Business Investment, CVM, SA, in £m, % change_normalized",Total managed expenditure: £m_normalized,"Total Construction output, seasonally adjusted, m_normalized","Construction Material Price Index, 2015 = 100_normalized",Small construction companies (up to 59 employees)_normalized,Medium construction companies (60-299 employees)_normalized,Large construction companies (300 and more employees)_normalized,All companies_normalized,Number of employees in Small construction companies (up to 59 employees)_normalized,Number of employees in Medium construction companies (60-299 employees)_normalized,Number of employees in Large construction companies (300 and more employees)_normalized,Number of employees in All companies_normalized,"Public housing new contracts, £ m_normalized","Private Housing new contracts, £ m_normalized","Infrastructure new contracts, £ m_normalized","Other new contracts, £ m_normalized","Private Industrial new contracts, £ m_normalized","Private Commercial new contracts, £ m_normalized","All new contracts, £ m_normalized","Consumer Price Index incl. housing (CPIH), 2015=100_standardized","GDP, Seasonally adjusted £m_standardized","Employment rate (aged 16 to 64, seasonally adjusted), %_standardized","Month average BoE Rate, %_standardized",GBP/EUR_standardized,GBP/USD_standardized,"Business Investment, CVM, SA, in £m, % change_standardized",Total managed expenditure: £m_standardized,"Total Construction output, seasonally adjusted, m_standardized","Construction Material Price Index, 2015 = 100_standardized",Small construction companies (up to 59 employees)_standardized,Medium construction companies (60-299 employees)_standardized,Large construction companies (300 and more employees)_standardized,All companies_standardized,Number of employees in Small construction companies (up to 59 employees)_standardized,Number of employees in Medium construction companies (60-299 employees)_standardized,Number of employees in Large construction companies (300 and more employees)_standardized,Number of employees in All companies_standardized,"Public housing new contracts, £ m_standardized","Private Housing new contracts, £ m_standardized","Infrastructure new contracts, £ m_standardized","Other new contracts, £ m_standardized","Private Industrial new contracts, £ m_standardized","Private Commercial new contracts, £ m_standardized","All new contracts, £ m_standardized",COVID_Lockdown,HS2_contracts,Commercial_Construction_Boom_2006
87.5,169336.33,71.0,0.5,1.1157,1.4715,-1.73,59990,12478.0,85.34,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,219.0,431.0,1020.67,1304.33,234.33,1100.33,4309.33,0.16197183098591555,0.1589685309315492,0.14062500000000075,0.07079646017699115,0.06885090218423531,0.36278475622737916,0.30758714969241285,0.24132711503845525,0.3763130555234907,0.1606813496799393,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.5531135531135531,0.037113724624077436,0.36616702355460384,0.9631527980202087,0.15079745241009812,0.24285145888594162,0.5627997737695044,-0.9188476234049253,-1.3116980982610014,-1.3192394435172867,-0.6573186898716831,-0.9440086456231586,-0.16499129625770567,-0.7191991059182263,-0.6984016261337245,-1.5841443999885727,-0.8553879461706028,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,0.6234818617382402,-2.19845720936716,1.1331456185861224,2.7325284801314433,-0.9098763372052734,-0.4370959051355544,0.09644908822522263,0,0,0
87.9,169336.33,70.8,0.5,1.1295,1.5429,-1.73,59532,12478.0,85.27,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,219.0,431.0,1020.67,1304.33,234.33,1100.33,4309.33,0.16901408450704242,0.1589685309315492,0.10937500000000035,0.07079646017699115,0.10161443494776816,0.438790717479242,0.30758714969241285,0.23508154693721703,0.3763130555234907,0.15992188347618527,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.5531135531135531,0.037113724624077436,0.36616702355460384,0.9631527980202087,0.15079745241009812,0.24285145888594162,0.5627997737695044,-0.8915554000506698,-1.3116980982610014,-1.4301927521502205,-0.6573186898716831,-0.827420310694996,0.13742361972278486,-0.7191991059182263,-0.7253330277559312,-1.5841443999885727,-0.8582408740786908,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,0.6234818617382402,-2.19845720936716,1.1331456185861224,2.7325284801314433,-0.9098763372052734,-0.4370959051355544,0.09644908822522263,0,0,0
88.1,169336.33,70.6,0.5,1.1682,1.6366,-1.73,65481,12478.0,85.13,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,219.0,431.0,1020.67,1304.33,234.33,1100.33,4309.33,0.1725352112676056,0.1589685309315492,0.07812499999999993,0.07079646017699115,0.19349477682810992,0.5385352352565468,0.30758714969241285,0.3162057491954399,0.3763130555234907,0.1584029510686774,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.5531135531135531,0.037113724624077436,0.36616702355460384,0.9631527980202087,0.15079745241009812,0.24285145888594162,0.5627997737695044,-0.8779092883735431,-1.3116980982610014,-1.5411460607831544,-0.6573186898716831,-0.5004660670921065,0.534290253159368,-0.7191991059182263,-0.37551881760198436,-1.5841443999885727,-0.863946729894866,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,0.6234818617382402,-2.19845720936716,1.1331456185861224,2.7325284801314433,-0.9098763372052734,-0.4370959051355544,0.09644908822522263,0,0,0
88.0,169466.0,70.7,0.5,1.1622,1.6366,-0.73,61972,12700.0,85.06,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,303.0,461.0,1178.0,1342.0,197.67,1004.0,4485.0,0.170774647887324,0.16132525331539585,0.09375000000000125,0.07079646017699115,0.17924976258309566,0.5385352352565468,0.3417634996582365,0.2683548791796215,0.40193928200392476,0.15764348486492355,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.8608058608058609,0.0647212559586255,0.45039079229122053,1.0,0.08575939822946047,0.2002652519893899,0.6058105001309885,-0.8847323442121064,-1.3031249575106276,-1.4856694064666836,-0.6573186898716831,-0.5511566474956554,0.534290253159368,-0.36272058893765674,-0.5818556916026902,-1.4486521222376898,-0.8667996578029534,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,1.725024924038182,-2.08159196329873,1.7410841582342502,2.8935982154251225,-1.1863931833806705,-0.6316278215554465,0.31328620366761134,0,0,0
88.3,169466.0,70.6,0.5,1.1597,1.6539,-0.73,60346,12700.0,85.41,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,303.0,461.0,1178.0,1342.0,197.67,1004.0,4485.0,0.17605633802816903,0.16132525331539585,0.07812499999999993,0.07079646017699115,0.17331433998100654,0.5569512454758355,0.3417634996582365,0.24618174875906834,0.40193928200392476,0.16144081588369316,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.8608058608058609,0.0647212559586255,0.45039079229122053,1.0,0.08575939822946047,0.2002652519893899,0.6058105001309885,-0.8642631766964154,-1.3031249575106276,-1.5411460607831544,-0.6573186898716831,-0.5722777226638003,0.6075644554907749,-0.36272058893765674,-0.6774680475802188,-1.4486521222376898,-0.8525350182625154,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,1.725024924038182,-2.08159196329873,1.7410841582342502,2.8935982154251225,-1.1863931833806705,-0.6316278215554465,0.31328620366761134,0,0,0
88.3,169466.0,70.6,0.5,1.1212,1.6328,-0.73,64110,12700.0,86.12,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,303.0,461.0,1178.0,1342.0,197.67,1004.0,4485.0,0.17605633802816903,0.16132525331539585,0.07812499999999993,0.07079646017699115,0.08190883190883184,0.5344901000638705,0.3417634996582365,0.2975099547264496,0.40193928200392476,0.16914397309319743,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.8608058608058609,0.0647212559586255,0.45039079229122053,1.0,0.08575939822946047,0.2002652519893899,0.6058105001309885,-0.8642631766964154,-1.3031249575106276,-1.5411460607831544,-0.6573186898716831,-0.8975422802532382,0.5181953416646079,-0.36272058893765674,-0.4561366159077603,-1.4486521222376898,-0.8235981780519119,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,1.725024924038182,-2.08159196329873,1.7410841582342502,2.8935982154251225,-1.1863931833806705,-0.6316278215554465,0.31328620366761134,0,0,0
88.4,169963.0,70.6,0.5,1.0928,1.6199,-0.3,62522,12545.0,87.03,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,257.33,563.0,656.33,1107.0,229.0,1090.67,3903.33,0.17781690140845086,0.1703581138442126,0.07812499999999993,0.07079646017699115,0.014482431149097802,0.520757930593996,0.35645933014354064,0.2758550155457372,0.3840470968486667,0.1790170337419985,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.6935164835164834,0.15858686249608894,0.17112419700214135,0.7701329316365557,0.14134156510014723,0.23858090185676395,0.46339546510688406,-0.857440120857851,-1.2702657691637829,-1.5411460607831544,-0.6573186898716831,-1.137477694163369,0.46355735264292197,-0.20943482663601184,-0.549514488781263,-1.5432525864331261,-0.7865101152467728,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,1.126126451952011,-1.6842501266660674,-0.2746998497631996,1.8887830363963316,-0.9500791410818382,-0.45660362145047323,-0.40469435612845067,0,0,0
88.6,169963.0,70.6,0.5,1.1126,1.6597,-0.3,61566,12545.0,88.09,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,257.33,563.0,656.33,1107.0,229.0,1090.67,3903.33,0.18133802816901404,0.1703581138442126,0.07812499999999993,0.07079646017699115,0.061490978157644906,0.5631253991909728,0.35645933014354064,0.2628184148802705,0.3840470968486667,0.19051752197027239,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.6935164835164834,0.15858686249608894,0.17112419700214135,0.7701329316365557,0.14134156510014723,0.23858090185676395,0.46339546510688406,-0.8437940091807242,-1.2702657691637829,-1.5411460607831544,-0.6573186898716831,-0.9701987788316577,0.6321303730354088,-0.20943482663601184,-0.6057293795035984,-1.5432525864331261,-0.7433086354957313,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,1.126126451952011,-1.6842501266660674,-0.2746998497631996,1.8887830363963316,-0.9500791410818382,-0.45660362145047323,-0.40469435612845067,0,0,0
88.9,169963.0,70.4,0.5,1.1127,1.6239,-0.3,65506,12545.0,87.95,192136.0,1611.0,278.0,194025.0,688500,159600,266300,1114400,257.33,563.0,656.33,1107.0,229.0,1090.67,3903.33,0.18661971830985932,0.1703581138442126,0.046875000000001735,0.07079646017699115,0.06172839506172845,0.5250159676389183,0.35645933014354064,0.31654666448480884,0.3840470968486667,0.1889985895627645,0.07747660491637792,0.5767045454545454,0.9126332343176655,0.0776398998546938,0.0,0.034229828850855744,0.23908918406072105,0.0,0.6935164835164834,0.15858686249608894,0.17112419700214135,0.7701329316365557,0.14134156510014723,0.23858090185676395,0.46339546510688406,-0.8233248416650322,-1.2702657691637829,-1.6520993694160804,-0.6573186898716831,-0.969353935824932,0.48049936474266935,-0.20943482663601184,-0.3740487629282831,-1.5432525864331261,-0.7490144913119067,-1.0142982454034888,0.5911645708978549,1.3681072064710167,-1.0130200997249403,-1.3114528628616433,-1.326294132824413,-0.5131578256686445,-1.512362525672562,1.126126451952011,-1.6842501266660674,-0.2746998497631996,1.8887830363963316,-0.9500791410818382,-0.45660362145047323,-0.40469435612845067,0,0,0
88.8,171531.67,70.3,0.5,1.1327,1.6162,1.57,65475,12750.0,87.88,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,291.0,647.67,892.33,1104.33,181.0,1086.0,4202.33,0.18485915492957747,0.19886832979137367,0.031250000000000416,0.07079646017699115,0.10921177587844264,0.5168192463274431,0.4203691045796309,0.3161239295259914,0.4077109546346531,0.1882391233590105,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.8168498168498168,0.2365045184326284,0.29746252676659535,0.7675212504768518,0.05618535668032713,0.23651635720601238,0.5366020865111291,-0.8301478975035965,-1.166553046861881,-1.7075760237325512,-0.6573186898716831,-0.8003853344797691,0.4478859914506564,0.45718000011765336,-0.37587163072367263,-1.4181358434649685,-0.7518674192199947,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.5676616294239047,-1.3544174471789348,0.6372272801990336,1.877366625638855,-1.3121306581691008,-0.46603437043501506,-0.03562566188769127,0,0,0
89.0,171531.67,70.2,0.5,1.1415,1.5615,1.57,65086,13311.0,88.34,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,291.0,647.67,892.33,1104.33,181.0,1086.0,4202.33,0.1883802816901409,0.19886832979137367,0.01562500000000132,0.07079646017699115,0.13010446343779666,0.45859058973813077,0.4203691045796309,0.3108192876234113,0.4724691215514256,0.19322990126939357,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.8168498168498168,0.2365045184326284,0.29746252676659535,0.7675212504768518,0.05618535668032713,0.23651635720601238,0.5366020865111291,-0.8165017858264688,-1.166553046861881,-1.7630526780490143,-0.6573186898716831,-0.7260391498878983,0.21620397598661095,0.45718000011765336,-0.39874568144646394,-1.0757431956350345,-0.7331196072525613,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.5676616294239047,-1.3544174471789348,0.6372272801990336,1.877366625638855,-1.3121306581691008,-0.46603437043501506,-0.03562566188769127,0,0,0
89.4,171531.67,70.2,0.5,1.1092,1.5053,1.57,70814,13377.0,88.8,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,291.0,647.67,892.33,1104.33,181.0,1086.0,4202.33,0.19542253521126776,0.19886832979137367,0.01562500000000132,0.07079646017699115,0.05341880341880333,0.3987651692569726,0.4203691045796309,0.38892979872361316,0.4800877294239871,0.19822067917977648,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.8168498168498168,0.2365045184326284,0.29746252676659535,0.7675212504768518,0.05618535668032713,0.23651635720601238,0.5366020865111291,-0.7892095624722134,-1.166553046861881,-1.7630526780490143,-0.6573186898716831,-0.9989234410603359,-0.02183129401484,0.45718000011765336,-0.06192675460803607,-1.0354617076550423,-0.7143717952851285,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.5676616294239047,-1.3544174471789348,0.6372272801990336,1.877366625638855,-1.3121306581691008,-0.46603437043501506,-0.03562566188769127,0,0,0
89.9,173376.0,70.4,0.5,1.1436,1.534,-0.5,61568,13559.0,90.64,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,257.33,588.33,789.0,1051.67,199.0,1145.0,4030.33,0.20422535211267623,0.23238860274733436,0.046875000000001735,0.07079646017699115,0.13509021842355162,0.42931658505428993,0.34962406015037595,0.26284568810342007,0.5010966177998384,0.21818379082130848,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.6935164835164834,0.1818968214528924,0.24214668094218414,0.7160114640086861,0.08811893483775966,0.2625994694960212,0.49448991633878747,-0.7550942832793945,-1.0446150451642238,-1.6520993694160804,-0.6573186898716831,-0.7082974467466563,0.09972764280084731,-0.2807305300321258,-0.6056117751297023,-0.9243824529223366,-0.6393805474153962,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.126126451952011,-1.5855769039022893,0.23795003299989126,1.6522025093509574,-1.1763613392613774,-0.3468878629215339,-0.24793273683555286,0,0,0
90.1,173376.0,70.4,0.5,1.1685,1.4627,-0.5,62586,13830.0,92.47,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,257.33,588.33,789.0,1051.67,199.0,1145.0,4030.33,0.2077464788732394,0.23238860274733436,0.046875000000001735,0.07079646017699115,0.1942070275403611,0.35341707472855,0.34962406015037595,0.27672775868652155,0.5323790834583862,0.23803840729087555,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.6935164835164834,0.1818968214528924,0.24214668094218414,0.7160114640086861,0.08811893483775966,0.2625994694960212,0.49448991633878747,-0.7414481716022678,-1.0446150451642238,-1.6520993694160804,-0.6573186898716831,-0.49793153807192747,-0.20226372287715053,-0.2807305300321258,-0.5457511488165878,-0.7589842219741867,-0.5647968606753909,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.126126451952011,-1.5855769039022893,0.23795003299989126,1.6522025093509574,-1.1763613392613774,-0.3468878629215339,-0.24793273683555286,0,0,0
90.2,173376.0,70.6,0.5,1.2082,1.4761,-0.5,63923,13985.0,93.57,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,257.33,588.33,789.0,1051.67,199.0,1145.0,4030.33,0.20950704225352124,0.23238860274733436,0.07812499999999993,0.07079646017699115,0.2884615384615383,0.3676814988290397,0.34962406015037595,0.2949599083619702,0.5502712686136443,0.24997287620700873,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.6935164835164834,0.1818968214528924,0.24214668094218414,0.7160114640086861,0.08811893483775966,0.2625994694960212,0.49448991633878747,-0.7346251157637035,-1.0446150451642238,-1.5411460607831544,-0.6573186898716831,-0.1625288644017808,-0.14550798234299644,-0.2807305300321258,-0.46713262486704554,-0.6643837577787505,-0.5199651364054426,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.126126451952011,-1.5855769039022893,0.23795003299989126,1.6522025093509574,-1.1763613392613774,-0.3468878629215339,-0.24793273683555286,0,0,0
90.0,174391.0,70.6,0.5,1.1959,1.5299,1.5,63950,13800.0,93.39,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,177.67,875.33,550.33,850.0,172.0,1198.33,3823.33,0.2059859154929578,0.25083599396815726,0.07812499999999993,0.07079646017699115,0.2592592592592592,0.4249520970832446,0.4179767600820232,0.29532809687448863,0.5289160798799493,0.24801996311164157,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.4017216117216117,0.44600887122006894,0.11437901498929337,0.5187463930433421,0.040218567601610855,0.2861759504862953,0.4438084092127717,-0.7482712274408312,-0.9775082520615129,-1.5411460607831544,-0.6573186898716831,-0.26644455422905566,0.08236208039860626,0.43222650392901346,-0.4655449658194482,-0.7772939892378196,-0.5273012367405248,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,0.08149644787089948,-0.46756604984764083,-0.6842942386445416,0.7899000533733558,-1.3800153176229626,-0.2391915367233315,-0.5034418328483863,0,0,0
90.4,174391.0,70.7,0.5,1.2132,1.566,1.5,62350,14317.0,93.48,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,177.67,875.33,550.33,850.0,172.0,1198.33,3823.33,0.21302816901408467,0.25083599396815726,0.09375000000000125,0.07079646017699115,0.30033238366571713,0.4633808814136683,0.4179767600820232,0.2735095183548792,0.5885951748816807,0.24899641965932523,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.4017216117216117,0.44600887122006894,0.11437901498929337,0.5187463930433421,0.040218567601610855,0.2861759504862953,0.4438084092127717,-0.7209790040865758,-0.9775082520615129,-1.4856694064666836,-0.6573186898716831,-0.12028671406548916,0.23526373959882654,0.43222650392901346,-0.5596284649363276,-0.46175566672788054,-0.5236331865729834,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,0.08149644787089948,-0.46756604984764083,-0.6842942386445416,0.7899000533733558,-1.3800153176229626,-0.2391915367233315,-0.5034418328483863,0,0,0
90.4,174391.0,70.5,0.5,1.1901,1.5578,1.5,66873,14018.0,93.48,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,177.67,875.33,550.33,850.0,172.0,1198.33,3823.33,0.21302816901408467,0.25083599396815726,0.06250000000000083,0.07079646017699115,0.245489078822412,0.45465190547157763,0.4179767600820232,0.33518791250750013,0.5540805725499249,0.24899641965932523,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.4017216117216117,0.44600887122006894,0.11437901498929337,0.5187463930433421,0.040218567601610855,0.2861759504862953,0.4438084092127717,-0.7209790040865758,-0.9775082520615129,-1.5966227150996175,-0.6573186898716831,-0.3154454486191531,0.20053261479434448,0.43222650392901346,-0.2936661733702994,-0.6442430137887544,-0.5236331865729834,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,0.08149644787089948,-0.46756604984764083,-0.6842942386445416,0.7899000533733558,-1.3800153176229626,-0.2391915367233315,-0.5034418328483863,0,0,0
90.6,174505.0,70.3,0.5,1.1412,1.5862,2.2,63758,13878.0,93.3,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,305.33,755.67,675.0,1155.67,164.67,1051.0,4107.33,0.21654929577464785,0.25290791771118565,0.031250000000000416,0.07079646017699115,0.12939221272554605,0.4848839684905259,0.44190020505809974,0.2927098674521355,0.5379198891838854,0.2470435065639579,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.8693406593406593,0.33589163123700144,0.1811188436830835,0.8177398687312316,0.027214504940834133,0.22104332449160036,0.5133424576368707,-0.707332892409449,-0.9699711344125385,-1.7075760237325512,-0.6573186898716831,-0.7285736789080755,0.32082090070255087,0.6817614658154122,-0.47683498571347377,-0.7296885943523742,-0.5309692869080662,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.755579630409121,-0.9337025613325862,-0.20255713994796715,2.096886673687103,-1.4353036013781635,-0.536714502010809,-0.15288829049261482,0,0,0
90.9,174505.0,70.4,0.5,1.1701,1.5961,2.2,64267,13797.0,93.39,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,305.33,755.67,675.0,1155.67,164.67,1051.0,4107.33,0.2218309859154931,0.25290791771118565,0.046875000000001735,0.07079646017699115,0.1980056980056978,0.4954226101767086,0.44190020505809974,0.2996509027436863,0.5285697795221055,0.24801996311164157,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.8693406593406593,0.33589163123700144,0.1811188436830835,0.8177398687312316,0.027214504940834133,0.22104332449160036,0.5133424576368707,-0.6868637248937569,-0.9699711344125385,-1.6520993694160804,-0.6573186898716831,-0.4844140499643159,0.3627523806494257,0.6817614658154122,-0.4469046725569165,-0.7791249659641828,-0.5273012367405248,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.755579630409121,-0.9337025613325862,-0.20255713994796715,2.096886673687103,-1.4353036013781635,-0.536714502010809,-0.15288829049261482,0,0,0
91.7,174505.0,70.5,0.5,1.1802,1.5603,2.2,68142,13341.0,93.12,205388.0,1590.0,267.0,207245.0,760800,176900,284500,1222200,305.33,755.67,675.0,1155.67,164.67,1051.0,4107.33,0.23591549295774658,0.25290791771118565,0.06250000000000083,0.07079646017699115,0.22198480531813844,0.457313178624654,0.44190020505809974,0.35249277259586537,0.47593212512986266,0.24509059346859072,0.16786484053147083,0.5170454545454546,0.7204263498165298,0.1678252505338127,0.23084291187739464,0.4572127139364303,0.5844402277039848,0.33189655172413796,0.8693406593406593,0.33589163123700144,0.1811188436830835,0.8177398687312316,0.027214504940834133,0.22104332449160036,0.5133424576368707,-0.632279278185247,-0.9699711344125385,-1.5966227150996175,-0.6573186898716831,-0.3990849062850088,0.21112137235668635,0.6817614658154122,-0.21904619813322448,-1.0574334283714018,-0.5383053872431484,-0.7656383539238143,0.35332991267808855,0.6133102515141362,-0.7649421856178332,-0.6252159185509486,0.026879779193955736,0.6616492388690668,-0.5126381893913162,1.755579630409121,-0.9337025613325862,-0.20255713994796715,2.096886673687103,-1.4353036013781635,-0.536714502010809,-0.15288829049261482,0,0,0
91.8,174985.0,70.6,0.5,1.1817,1.5795,-2.33,65576,13773.0,94.68,205462.0,1480.0,263.0,207205.0,734200,164900,260700,1159800,282.67,788.33,569.0,901.0,190.33,1086.0,3817.67,0.23767605633802819,0.2616318071555157,0.07812499999999993,0.07079646017699115,0.22554605887939214,0.4777517564402809,0.28708133971291866,0.3175012272950417,0.5257993766593558,0.26201584029510694,0.16836957411398795,0.20454545454545456,0.6505329372706622,0.16755237504007858,0.14591315453384418,0.16381418092909536,0.13282732447817835,0.13977832512315272,0.7863369963369964,0.3659470303498795,0.12437366167023554,0.5686324376668981,0.07273759469192968,0.23651635720601238,0.4424226250082633,-0.6254562223466836,-0.9382359022063304,-1.5411460607831544,-0.6573186898716831,-0.38641226118412114,0.2924430304354734,-0.9330862161065682,-0.36993260984191967,-0.7937727797750891,-0.4747258510057667,-0.7642498214781838,-0.892470677996878,0.33883863152981597,-0.765692799578823,-0.8776903683250078,-0.9117379632465313,-0.8746369224494788,-1.0913283432312952,1.4584252757458274,-0.8064752634460883,-0.6121515288293092,1.0079663262689658,-1.2417568945352642,-0.46603437043501506,-0.5104282168263216,0,0,0
